阿烈央卫,#genre#
东南卫视,http://39.150.98.32:7799/tsfile/live/0137_1.m3u8
家庭影院,http://39.150.98.32:7799/tsfile/live/1027_1.m3u8
动作电影,http://39.150.98.32:7799/tsfile/live/1028_1.m3u8
影迷电影,http://39.150.98.32:7799/tsfile/live/1029_1.m3u8
信阳综合,http://38.75.136.137:82/live1/hatv.m3u8?id=haxytv1&usign=M7sBXHR7iMOJOZXbdJPERQ
信阳浉河,https://rtmp.xytv.cn/live/8b28047c9e6f.m3u8
信阳文旅,https://rtmp.xytv.cn/live/118cfcf8c6df.m3u8
信阳平桥,https://rtmp.xytv.cn/live/b998c92c650c.m3u8
驻马店公共,https://p2hs.vzan.com/slowlive/692736859757132846/live.m3u8
驻马店新闻,https://p2hs.vzan.com/slowlive/856224149274600377/live.m3u8
鄢陵,http://tvpull.dxhmt.cn:9081/tv/11024-1.m3u8
襄城,http://tvpull.dxhmt.cn:9081/tv/11025-1.m3u8
临颖,http://tvpull.dxhmt.cn:9081/tv/11122-1.m3u8
舞阳,http://tvpull.dxhmt.cn:9081/tv/11121-1.m3u8
义马,http://tvpull.dxhmt.cn:9081/tv/11281-1.m3u8
APTV,http://tvpull.dxhmt.cn:9081/tv/10522-1.m3u8
汤阴,http://tvpull.dxhmt.cn:9081/tv/10523-1.m3u8
内黄,http://tvpull.dxhmt.cn:9081/tv/10527-1.m3u8
上蔡,http://tvpull.dxhmt.cn:9081/tv/11722-1.m3u8
平舆,http://tvpull.dxhmt.cn:9081/tv/11723-1.m3u8
确山,http://tvpull.dxhmt.cn:9081/tv/11725-1.m3u8
泌阳,http://tvpull.dxhmt.cn:9081/tv/11726-1.m3u8
遂平,http://tvpull.dxhmt.cn:9081/tv/11728-1.m3u8
新蔡,http://tvpull.dxhmt.cn:9081/tv/11729-1.m3u8
宝丰,http://tvpull.dxhmt.cn:9081/tv/10421-1.m3u8
叶县,http://tvpull.dxhmt.cn:9081/tv/10422-1.m3u8
鲁山,http://tvpull.dxhmt.cn:9081/tv/10423-1.m3u8
郏县,http://tvpull.dxhmt.cn:9081/tv/10425-1.m3u8
杞县,http://tvpull.dxhmt.cn:9081/tv/10221-1.m3u8
兰考,http://tvpull.dxhmt.cn:9081/tv/10225-1.m3u8
罗山,http://tvpull.dxhmt.cn:9081/tv/11521-1.m3u8
光山,http://tvpull.dxhmt.cn:9081/tv/11522-1.m3u8
新县,http://tvpull.dxhmt.cn:9081/tv/11523-1.m3u8
固始,http://tvpull.dxhmt.cn:9081/tv/11525-1.m3u8
潢川,http://tvpull.dxhmt.cn:9081/tv/11526-1.m3u8
淮滨,http://tvpull.dxhmt.cn:9081/tv/11527-1.m3u8
浚县,http://tvpull.dxhmt.cn:9081/tv/10621-1.m3u8
淇县,http://tvpull.dxhmt.cn:9081/tv/10622-1.m3u8
卫辉,http://tvpull.dxhmt.cn:9081/tv/10781-1.m3u8
上街,http://tvpull.dxhmt.cn:9081/tv/10106-1.m3u8
方城,http://tvpull.dxhmt.cn:9081/tv/11322-1.m3u8
11323,http://tvpull.dxhmt.cn:9081/tv/11323-1.m3u8
镇平,http://tvpull.dxhmt.cn:9081/tv/11324-1.m3u8
淅川,http://tvpull.dxhmt.cn:9081/tv/11326-1.m3u8
唐河,http://tvpull.dxhmt.cn:9081/tv/11328-1.m3u8
新野,http://tvpull.dxhmt.cn:9081/tv/11329-1.m3u8
新乡县,http://tvpull.dxhmt.cn:9081/tv/10721-1.m3u8
获嘉,http://tvpull.dxhmt.cn:9081/tv/10724-1.m3u8
原阳,http://tvpull.dxhmt.cn:9081/tv/10725-1.m3u8
延津,http://tvpull.dxhmt.cn:9081/tv/10726-1.m3u8
封丘,http://tvpull.dxhmt.cn:9081/tv/10727-1.m3u8
长垣,http://tvpull.dxhmt.cn:9081/tv/10728-1.m3u8
新郑,http://tvpull.dxhmt.cn:9081/tv/10184-1.m3u8
巩义,http://tvpull.dxhmt.cn:9081/tv/10181-1.m3u8
永城,http://tvpull.dxhmt.cn:9081/tv/11481-1.m3u8
项城,http://tvpull.dxhmt.cn:9081/tv/11681-1.m3u8
荥阳,http://tvpull.dxhmt.cn:9081/tv/10182-1.m3u8
登封,http://tvpull.dxhmt.cn:9081/tv/10185-1.m3u8
鹿邑,http://tvpull.dxhmt.cn:9081/tv/11628-1.m3u8
太康,http://tvpull.dxhmt.cn:9081/tv/11627-1.m3u8
郸城,http://tvpull.dxhmt.cn:9081/tv/11625-1.m3u8
沈丘,http://tvpull.dxhmt.cn:9081/tv/11624-1.m3u8
西华,http://tvpull.dxhmt.cn:9081/tv/11622-1.m3u8
扶沟,http://tvpull.dxhmt.cn:9081/tv/11621-1.m3u8
温县,http://tvpull.dxhmt.cn:9081/tv/10825-1.m3u8
武陟,http://tvpull.dxhmt.cn:9081/tv/10823-1.m3u8
宜阳,http://tvpull.dxhmt.cn:9081/tv/10327-1.m3u8
汝阳,http://tvpull.dxhmt.cn:9081/tv/10326-1.m3u8
嵩县,http://tvpull.dxhmt.cn:9081/tv/10325-1.m3u8
栾川,http://tvpull.dxhmt.cn:9081/tv/10324-1.m3u8
新安,http://tvpull.dxhmt.cn:9081/tv/10327-1.m3u8
渑池,http://tvpull.dxhmt.cn:9081/tv/11221-1.m3u8
卢氏,http://tvpull.dxhmt.cn:9081/tv/11224-1.m3u8

河南乡村,http://help.lwfz.fun:8800/rtp/239.16.10.181:2000
河南新闻,http://help.lwfz.fun:8800/rtp/239.16.10.124:2000
河南都市,http://help.lwfz.fun:8800/rtp/239.16.10.120:2000
河南法治,http://help.lwfz.fun:8800/rtp/239.16.10.122:2000
河南公共,http://help.lwfz.fun:8800/rtp/239.16.10.126:2000
河南民生,http://help.lwfz.fun:8800/rtp/239.16.20.165:11650
河南电视剧,http://help.lwfz.fun:8800/rtp/239.16.20.167:11670
河南梨园频道,http://help.lwfz.fun:8800/rtp/239.16.20.171:11710
河南文物宝库,http://help.lwfz.fun:8800/rtp/239.16.20.172:11720
河南武术世界,http://help.lwfz.fun:8800/rtp/239.16.20.173:11730
河南移动电视,http://help.lwfz.fun:8800/rtp/239.16.10.79:2000
大美河南,http://help.lwfz.fun:8800/rtp/239.16.20.17:10170
郑州新闻综合,http://help.lwfz.fun:8800/rtp/239.16.10.154:2000
郑州商都频道,http://help.lwfz.fun:8800/rtp/239.16.10.155:2000
郑州文体旅游,http://help.lwfz.fun:8800/rtp/239.16.10.156:2000
郑州豫剧频道,http://help.lwfz.fun:8800/rtp/239.16.10.157:2000
郑州妇女儿童,http://help.lwfz.fun:8800/rtp/239.16.10.158:2000
郑州都市频道,http://help.lwfz.fun:8800/rtp/239.16.10.159:2000
周口公共,http://help.lwfz.fun:8800/rtp/239.16.10.172:2000
周口教育,http://help.lwfz.fun:8800/rtp/239.16.10.173:2000
周口新闻,http://help.lwfz.fun:8800/rtp/239.16.10.59:2000
商丘公共,http://help.lwfz.fun:8800/rtp/239.16.10.168:2000
商丘文体,http://help.lwfz.fun:8800/rtp/239.16.10.169:2000
商丘新闻,http://help.lwfz.fun:8800/rtp/239.16.10.153:2000
平顶山公共,http://help.lwfz.fun:8800/rtp/239.16.20.152:11520
平顶山城市,http://help.lwfz.fun:8800/rtp/239.16.20.151:11510
平顶山教育,http://help.lwfz.fun:8800/rtp/239.16.20.27:10270
平顶山新闻,http://help.lwfz.fun:8800/rtp/239.16.20.137:11370
开封新闻,http://help.lwfz.fun:8800/rtp/239.16.10.57:2000
开封文化,http://help.lwfz.fun:8800/rtp/239.16.10.177:2000
汝阳综合,http://help.lwfz.fun:8800/rtp/239.16.20.207:12070
洛阳文旅,http://help.lwfz.fun:8800/rtp/239.16.20.178:11780
洛阳新闻,http://help.lwfz.fun:8800/rtp/239.16.20.179:11790
洛阳科教,http://help.lwfz.fun:8800/rtp/239.16.20.177:11770
焦作公共,http://help.lwfz.fun:8800/rtp/239.16.20.155:11550
焦作综合,http://help.lwfz.fun:8800/rtp/239.16.20.140:11400
驻马店新闻,http://help.lwfz.fun:8800/rtp/239.16.10.170:2000
驻马店科教,http://help.lwfz.fun:8800/rtp/239.16.10.171:2000
南阳公共,http://help.lwfz.fun:8800/rtp/239.16.10.165:2000
南阳新闻,http://help.lwfz.fun:8800/rtp/239.16.10.58:2000
安阳新闻,http://help.lwfz.fun:8800/rtp/239.16.20.144:11440
安阳科教,http://help.lwfz.fun:8800/rtp/239.16.20.193:11930
新乡公共,http://help.lwfz.fun:8800/rtp/239.16.20.154:11540
新乡新闻,http://help.lwfz.fun:8800/rtp/239.16.20.139:11390
许昌农业,http://help.lwfz.fun:8800/rtp/239.16.10.60:2000
许昌综合,http://help.lwfz.fun:8800/rtp/239.16.10.47:2000
濮阳公共,http://help.lwfz.fun:8800/rtp/239.16.20.184:11840
濮阳新闻,http://help.lwfz.fun:8800/rtp/239.16.20.175:11750
信阳文旅,http://help.lwfz.fun:8800/rtp/239.16.10.71:2000
信阳新闻,http://help.lwfz.fun:8800/rtp/239.16.10.52:2000
新县综合,http://help.lwfz.fun:8800/rtp/239.16.10.166:2000
新密综合,http://help.lwfz.fun:8800/rtp/239.16.10.31:2000
三门峡新闻,http://help.lwfz.fun:8800/rtp/239.16.20.145:11450

河北地区,#genre#
河北影视,http://tv.pull.hebtv.com/jishi/yingshijupindao.m3u8?t=1893427200&k=2bbbb53c494c02c044ed8805c541df4e
河北经济,http://1.94.31.214/php/hebei.php?id=jjsh
河北都市,http://1.94.31.214/php/hebei.php?id=hbds
河北影视,http://1.94.31.214/php/hebei.php?id=hbys
河北少儿,http://1.94.31.214/php/hebei.php?id=sekj
河北公共,http://1.94.31.214/php/hebei.php?id=hbgg
河北三农,http://1.94.31.214/php/hebei.php?id=nmpd
清河新闻综合,https://jwcdnqx.hebyun.com.cn/live/qinghe/1500k/tzwj_video.m3u8
清苑生活频道,https://jwcdnqx.hebyun.com.cn/live/qyxwpd/1500k/tzwj_video.m3u8
双滦新闻,https://jwcdnqx.hebyun.com.cn/live/slxw/1500k/tzwj_video.m3u8
肃宁,http://jwplay.hebyun.com.cn/live/sndst01/1500k/tzwj_video.m3u8
望都,https://jwcdnqx.hebyun.com.cn/live/wddst/1500k/tzwj_video.m3u8
徐水,https://jwcdnqx.hebyun.com.cn/live/jiyunxushui123/1500k/tzwj_video.m3u8
兴隆,https://jwcdnqx.hebyun.com.cn/live/xlzh/1500k/tzwj_video.m3u8
枣强,http://hbzqdb.chinashadt.com:1937/live/zqzh.stream_360p/playlist.m3u8
滦平新闻,http://jwplay.hebyun.com.cn/live/LPTV001/1500k/tzwj_video.m3u8
昌黎,https://jwcdnqx.hebyun.com.cn/live/clzhpd/1500k/tzwj_video.m3u8
任丘,https://jwcdnqx.hebyun.com.cn/live/rqtv1/1500k/tzwj_video.m3u8
保定新闻,http://jwcdnqx.hebyun.com.cn/live/jybd/1500k/tzwj_video.m3u8
保定生活,http://jwcdnqx.hebyun.com.cn/live/bddst/1500k/tzwj_video.m3u8
邯郸公共,https://jwcdnqx.hebyun.com.cn/live/hdgg/1500k/tzwj_video.m3u8
邯郸科技教育,https://jwcdnqx.hebyun.com.cn/live/hdkj/1500k/tzwj_video.m3u8
邢台综合,https://jwplay.hebyun.com.cn:443/live/xtsrmtzs/1500k/tzwj_video.m3u8
邢台生活,https://jwcdnqx.hebyun.com.cn/live/xtcsshpd/1500k/tzwj_video.m3u8
河北影视,http://tv.pull.hebtv.com/jishi/yingshijupindao.m3u8?t=1893427200&k=2bbbb53c494c02c044ed8805c541df4e
河北经济,http://1.94.31.214/php/hebei.php?id=jjsh
河北都市,http://1.94.31.214/php/hebei.php?id=hbds
河北影视,http://1.94.31.214/php/hebei.php?id=hbys
河北少儿,http://1.94.31.214/php/hebei.php?id=sekj
河北公共,http://1.94.31.214/php/hebei.php?id=hbgg
河北三农,http://1.94.31.214/php/hebei.php?id=nmpd
河北都市,https://www.nettvpro.xyz/hls/hebei.php?id=hbds
河北经济,https://www.nettvpro.xyz/hls/hebei.php?id=hbjj
河北影视剧,https://www.nettvpro.xyz/hls/hebei.php?id=hbysj
河北少儿科教,https://www.nettvpro.xyz/hls/hebei.php?id=hbse
河北文旅公共,https://www.nettvpro.xyz/hls/hebei.php?id=hbgg
河北农民,https://www.nettvpro.xyz/hls/hebei.php?id=hbnm
清河新闻综合,https://jwcdnqx.hebyun.com.cn/live/qinghe/1500k/tzwj_video.m3u8
清苑生活频道,https://jwcdnqx.hebyun.com.cn/live/qyxwpd/1500k/tzwj_video.m3u8
双滦新闻,https://jwcdnqx.hebyun.com.cn/live/slxw/1500k/tzwj_video.m3u8
肃宁,http://jwplay.hebyun.com.cn/live/sndst01/1500k/tzwj_video.m3u8
望都,https://jwcdnqx.hebyun.com.cn/live/wddst/1500k/tzwj_video.m3u8
徐水,https://jwcdnqx.hebyun.com.cn/live/jiyunxushui123/1500k/tzwj_video.m3u8
兴隆,https://jwcdnqx.hebyun.com.cn/live/xlzh/1500k/tzwj_video.m3u8
枣强,http://hbzqdb.chinashadt.com:1937/live/zqzh.stream_360p/playlist.m3u8
滦平新闻,http://jwplay.hebyun.com.cn/live/LPTV001/1500k/tzwj_video.m3u8
昌黎,https://jwcdnqx.hebyun.com.cn/live/clzhpd/1500k/tzwj_video.m3u8
任丘,https://jwcdnqx.hebyun.com.cn/live/rqtv1/1500k/tzwj_video.m3u8
保定新闻,http://jwcdnqx.hebyun.com.cn/live/jybd/1500k/tzwj_video.m3u8
保定生活,http://jwcdnqx.hebyun.com.cn/live/bddst/1500k/tzwj_video.m3u8
邯郸公共,https://jwcdnqx.hebyun.com.cn/live/hdgg/1500k/tzwj_video.m3u8
邯郸科技教育,https://jwcdnqx.hebyun.com.cn/live/hdkj/1500k/tzwj_video.m3u8
邢台综合,https://jwplay.hebyun.com.cn:443/live/xtsrmtzs/1500k/tzwj_video.m3u8
邢台生活,https://jwcdnqx.hebyun.com.cn/live/xtcsshpd/1500k/tzwj_video.m3u8
廊坊新闻,rtmp://222.222.126.18/live/lfxw
廊坊生活,rtmp://222.222.126.18/live/lfgg
新乐,https://jwcdnqx.hebyun.com.cn/live/XLTV/1500k/tzwj_video.m3u8 
鹿泉,https://jwcdnqx.hebyun.com.cn/live/luquaner/1500k/tzwj_video.m3u8 
鹿泉综合,https://jwcdnqx.hebyun.com.cn/live/luquanyi/1500k/tzwj_video.m3u8
平泉,https://jwcdnqx.hebyun.com.cn/live/pqzh/1500k/tzwj_video.m3u8
张家口1,http://nlive.zjkgdcs.com:8091/live/xwzhpd.m3u8
张家口2,http://nlive.zjkgdcs.com:8091/live/zjktv2.m3u8
河北经济,http://ylt.7766.org:333/hls/23/index.m3u8
河北都市,http://ylt.7766.org:333/hls/24/index.m3u8
河北影视,http://ylt.7766.org:333/hls/25/index.m3u8
河北科教,http://ylt.7766.org:333/hls/26/index.m3u8
河北文旅,http://ylt.7766.org:333/hls/27/index.m3u8
河北三农,http://ylt.7766.org:333/hls/28/index.m3u8
晴彩河北,http://ylt.7766.org:333/hls/29/index.m3u8
邯郸新闻,http://ylt.7766.org:333/hls/30/index.m3u8
邯郸科技,http://ylt.7766.org:333/hls/31/index.m3u8
邯郸公共,http://ylt.7766.org:333/hls/32/index.m3u8
武安,http://ylt.7766.org:333/hls/33/index.m3u8
安徽地区,#genre#
安徽导视,http://dspdhls.appcoo.com:8888/live/dspd/index.m3u8
安徽经济,http://112.27.235.94:8000/hls/22/index.m3u8
安徽公共,http://112.27.235.94:8000/hls/23/index.m3u8
安徽影视,http://112.27.235.94:8000/hls/24/index.m3u8
安徽综艺,http://112.27.235.94:8000/hls/25/index.m3u8
合肥新闻,http://112.27.235.94:8000/hls/18/index.m3u8
合肥生活,http://112.27.235.94:8000/hls/19/index.m3u8
合肥科创,http://112.27.235.94:8000/hls/20/index.m3u8
1安徽经济,https://ahlive.ahwanyun.cn/live/5c6207583a334b048f77dddf370bd840/hls.m3u8
1安徽影视,https://ahlive.ahwanyun.cn/live/8534e69a9af14e41a362bcef71d7896f/hls.m3u8
淮河新能源,http://play.hhnynews.com/huaihe/online.m3u8?auth_key=1720572937-0-0-ebd6c35757d0771723a94f37aa4b3b99
淮北经济生活,https://live.hbnews.net/video/ggpd/index.m3u8
淮北新闻,https://live.hbnews.net/video/xwzh/index.m3u8
淮北矿业,http://xcblive.hbcoal.com/3/sd/live.m3u8
黄山公共,http://hslive.hsnewsnet.com/lsdream/iY92ady/1000/live.m3u8
黄山新闻,http://hslive.hsnewsnet.com/lsdream/hve9Wjs/1000/live.m3u8
潜山综合,https://qsxw.gov.cn/rtmp_export/video22.m3u8
安徽卫视,https://qsxw.gov.cn/rtmp_export/video11.m3u8
安徽经济,https://ahlive.ahwanyun.cn/live/5c6207583a334b048f77dddf370bd840/hls.m3u8
安徽影视,https://ahlive.ahwanyun.cn/live/8534e69a9af14e41a362bcef71d7896f/hls.m3u8
峨眉电影,http://183.220.20.17:4321/udp/239.11.0.11:5140
肥西新闻综合,http://112.27.235.94:8000/hls/21/index.m3u8
安徽经济生活,http://112.27.235.94:8000/hls/22/index.m3u8
安徽公共,http://112.27.235.94:8000/hls/23/index.m3u8
安徽影视,http://112.27.235.94:8000/hls/24/index.m3u8
安徽综艺体育,http://112.27.235.94:8000/hls/25/index.m3u8
重温经典,http://112.27.235.94:8000/hls/50/index.m3u8
合肥新闻,http://112.27.235.94:8000/hls/18/index.m3u8
合肥生活,http://112.27.235.94:8000/hls/19/index.m3u8
安徽经济生活,http://106.53.99.30/tv/ah.php?id=jjshtv
安徽影视频道,http://106.53.99.30/tv/ah.php?id=ystv
安徽公共频道,http://106.53.99.30/tv/ah.php?id=ggtv
安徽农业科教,http://106.53.99.30/tv/ah.php?id=nykjtv
安徽综艺体育,http://106.53.99.30/tv/ah.php?id=zytytv
安徽国际频道,http://106.53.99.30/tv/ah.php?id=gjtv
安庆新闻综合,http://106.53.99.30/tv/ah.php?id=aqpd
六安综合,http://106.53.99.30/tv/ah.php?id=latv
淮北新闻综合,http://106.53.99.30/tv/ah.php?id=hbxw
宿州新闻综合,http://106.53.99.30/tv/ah.php?id=szxw
芜湖新闻综合,http://106.53.99.30/tv/ah.php?id=whxw
宣城综合,http://106.53.99.30/tv/ah.php?id=xctv
蚌埠新闻,http://106.53.99.30/tv/ah.php?id=bbtv
淮北矿业,http://xcblive.hbcoal.com/3/sd/live.m3u8
淮河新能源,http://play.hhnynews.com/huaihe/online.m3u8?auth_key=1720572937-0-0-ebd6c35757d0771723a94f37aa4b3b99
1905环球经典,http://xxwx.yoesun.com/xxw/1905电影网.php?id=1905b
1905国产佳片,http://xxwx.yoesun.com/xxw/1905电影网.php?id=1905
1905电影网,http://php.jdshipin.com:8880/1905.php?id=1905dy
经典影艺,rtmp://live.gxrb.com.cn/pull/red_movies_0501?m3u8?key=txiptv
安徽经济,https://ahlive.ahwanyun.cn/live/5c6207583a334b048f77dddf370bd840/hls.m3u8
安徽影视,https://ahlive.ahwanyun.cn/live/8534e69a9af14e41a362bcef71d7896f/hls.m3u8
峨眉电影,http://183.220.20.17:4321/udp/239.11.0.11:5140
肥西新闻综合,http://112.27.235.94:8000/hls/21/index.m3u8
安徽经济生活,http://112.27.235.94:8000/hls/22/index.m3u8
安徽公共,http://112.27.235.94:8000/hls/23/index.m3u8
安徽影视,http://112.27.235.94:8000/hls/24/index.m3u8
安徽综艺体育,http://112.27.235.94:8000/hls/25/index.m3u8
重温经典,http://112.27.235.94:8000/hls/50/index.m3u8
合肥新闻,http://112.27.235.94:8000/hls/18/index.m3u8
合肥生活,http://112.27.235.94:8000/hls/19/index.m3u8
七星关电视台,https://p8.vzan.com:443/slowlive/147077707554082780/live.m3u8
广德生活,https://live.gdtv.ah.cn/live/newsTV.m3u8
亳州综合,http://zbbf2.ahbztv.com/live/416.m3u8
亳州农村,http://zbbf2.ahbztv.com/live/418.m3u8
祁门,http://ggpagerl.live.sxmty.com/live/hls/b350dc1ac5da45c2b2233f6eb122ddf4/49d3766c7f204685a2a8f027b234c33d.m3u8?zshanxd
淮北矿业,http://xcblive.hbcoal.com/3/sd/live.m3u8
淮河新能源,http://play.hhnynews.com/huaihe/online.m3u8?auth_key=1720572937-0-0-ebd6c35757d0771723a94f37aa4b3b99
阜南,https://xhmm-new-live.media.xinhuamm.net/liveNoRecord/a42bf9ee9c224a44a393aafc33990c78_111ae5a842ff4b32ab277ed1d9e216c5.m3u8?auth_key=2017017629-3866c768f70a4b47a2352f7b746e7bc1-0-1470ba4cbd641cbe479da8838d3396da
泾县新闻,https://apisave.jxnn.cn/hls/xwzonhe/playlist.m3u8 
芜湖新闻综合,http://38.75.136.137:82/live1/hoge.m3u8?ip=ahwhtv&id=7&usign=93AynXLPWngxAwDWteZS7g
芜湖生活,http://38.75.136.137:82/live1/hoge.m3u8?ip=ahwhtv&id=9&usign=93AynXLPWngxAwDWteZS7g
无为,https://ahlive.ahwanyun.cn/live/3065a7fde2f9429fb63898670bec988e/hls.m3u8
马鞍山科教,https://live.masbcx.cn/fe60c7f6a746404590186208394ceb43/935bce782af148c18a8048eabb0d7afa.m3u8?auth_key=2334657804-859d6a4ae6094480b20ff635612cd14d-0-8151ea4280c5f6a71fad438456ffa6df
马鞍山综合,https://live.masbcx.cn/37da93f77452420d8990a9e91d865b81/94a165a5a7104676b7c68e39b4917d20.m3u8?auth_key=2334657789-9dd6b0079eb842f3a29bba1254dfedc3-0-2175f4b991c6e69d890d998237654a14 
安庆经济生活,https://aq-live.media.xinhuamm.net/r/ed093a3514bd4174b1dbd5af8a8e0a9c.m3u8?auth_key=2341308528-0-0-1d8df1d541b495f33875e247c9300fc1
安庆新闻,https://aq-live.media.xinhuamm.net/r/252b77197b104e1aa2456481204fb656.m3u8?auth_key=2341308330-0-0-4e8ffbdb0c0dcfab23e1b8962730f59d 
阜阳都市文艺,http://41007.hlsplay.aodianyun.com/tv_radio_41007/tv_channel_2854.m3u8?auth_key=4835990545-0-0-80a02249988a1cd7a605401bb3a97442&extra_key=ohSJKJdeEa3QQlgmBxpudi6ezxha2e0nc6NZj3SHRORmaEFCgqd6yS2lGW3j-QQf56tTLDfQMDwAAnYcmDicXDRhX7-vqQx3Y2n2ERhE5FWfT3X--ob2iuEq3JtYdHC_ndaPCeOBQdXbH--HpXp2yu84RkSRTHg6mejJ52Qu7did-D4rWp9iydThnLbjeQ_1 
阜阳生活频道,http://41007.hlsplay.aodianyun.com/tv_radio_41007/tv_channel_2853.m3u8?auth_key=4835990486-0-0-dcdb6cc0aee871a664044ee7a3e83308&extra_key=jiEx28IYtuWJ1_w9kBTIOKIb4qAj8AdUpC907-3A-1heP_ZkcC9shKy2LFM4R9AiQLgQILrQJL1arILWCMAAizwLLRfZ5JckaokxNmuSv2KZs6SyYxsEki45eCNOFysmPiq_XKQRYYjgnOQiBte9knM20QVSjr7_kfGY0ZMQJoKWXhwFqOC7MaahYRl6X9Bv 
阜阳教育频道,http://41007.hlsplay.aodianyun.com/tv_radio_41007/tv_channel_2852.m3u8?auth_key=4835990057-0-0-017419faa93529a4aa5fc283632732ca&extra_key=vQshsQkSOG1FT9Mb763SReA_ScJbWZE1GdTHuMtghVIye3UhXJWOF-WqFU3cuQ-uD1nO3QrpvlmEGnULzFj7L_nbUOgIFmahrvO-Mu8U3Rx4MRBSMj7QUjXKdwK-4_tfiHF9qHU4TLF_9Q9bpL7Sk2xp6AMy4uMlD3O5Hmrnu1w2QzhRwTPxeTmKO9iTZamR 
六安综合,http://38.75.136.137:82/live2/ahtv2.m3u8?id=ahlatv1&usign=93AynXLPWngxAwDWteZS7g
宣城综合,http://38.75.136.137:82/live2/ahtv2.m3u8?id=ahxctv1&usign=93AynXLPWngxAwDWteZS7g
淮南综合,https://ahlive.ahwanyun.cn/live/8f025f302a3441f4b5a45ad4f06b42cb/hls.m3u8
蒙城,https://p2hs.vzan.com/200263/698384284379943742/live.m3u8?zbid=200263&tpid=1914190744
宿松新闻,rtmp://52181.lssplay.aodianyun.com/tv_radio_52181/tv_channel_3390?auth_key=4849469644-0-0-4ebac1aa7b06c07197e6a43bb43b3fa7 
宿松文艺,rtmp://52181.lssplay.aodianyun.com/tv_radio_52181/tv_channel_3389?auth_key=4849469668-0-0-a08583749fce624e9ff690c859fcf8ae
岳西,https://ahlive.ahwanyun.cn/live/7e6dc3845c124c85999bcb4ae2eeddf7/hls.m3u8 
金寨,http://file.kanjinzhai.cn/hls/jinzhaixw/playlist.m3u8
蚌埠新闻,http://38.75.136.137:82/live2/ahtv2.m3u8?id=ahbbtv1&usign=93AynXLPWngxAwDWteZS7g





广西地区,#genre#


广西新闻,http://36.136.38.87:85/tsfile/live/0006_1.m3u8?key=txiptv&playlive=1&authid=0
广西综艺,http://36.136.38.87:85/tsfile/live/1006_1.m3u8?key=txiptv&playlive=1&authid=0
广西影视,http://36.136.38.87:85/tsfile/live/1007_1.m3u8?key=txiptv&playlive=1&authid=0
广西都市,http://36.136.38.87:85/tsfile/live/1001_1.m3u8?key=txiptv&playlive=1&authid=0
南宁新闻HD,https://hls.nntv.cn/nnlive/XWZH_24.m3u8
南宁文旅HD,http://hls.nntv.cn/nnlive/WLSH_24.m3u8
南宁影视HD,http://hls.nntv.cn/nnlive/YSYL_244.m3u8
南宁公共HD,https://hls.nntv.cn/nnlive/GGPD_24.m3u8
广西综艺,http://media.lzqp.com:4022/udp/239.81.0.3:4056
广西都市,http://media.lzqp.com:4022/udp/239.81.0.4:4056
广西新闻,http://media.lzqp.com:4022/udp/239.81.0.5:4056
广西影视,http://media.lzqp.com:4022/udp/239.81.0.7:4056
广西移动,http://media.lzqp.com:4022/udp/239.81.0.216:4056

南宁综合,http://hls.nntv.cn/nnlive/XWZH_24.m3u8
南宁公共,http://hls.nntv.cn/nnlive/GGPD_24.m3u8
南宁公共,https://hls.nntv.cn/nnlive/GGPD_24.m3u8
南宁影视娱乐,http://hls.nntv.cn/nnlive/YSYL_244.m3u8
南宁文旅,https://hls.nntv.cn/nnlive/WLSH_24.m3u8
刘三姐轮播,rtmp://live.gxrb.com.cn/hls/lsj
刘三姐轮播,rtmp://live.gxxw.cn/hls/lsj
电影轮播,rtmp://live.gxrb.com.cn/pull/red_movies_0501
电影轮播,rtmp://live.gxxw.cn/pull/red_movies_0501
乐业综合,rtmp://live.gxrb.com.cn/gx/leye
乐业综合,rtmp://live.gxxw.cn/gx/leye
全州综合,rtmp://live.gxrb.com.cn/gx/quanzhou
兴安综合,rtmp://live.gxrb.com.cn/gx/xingan
凭祥综合,rtmp://live.gxrb.com.cn/gx/pingxiang
凭祥综合,rtmp://live.gxxw.cn/gx/pingxiang
博白综合,rtmp://live.gxrb.com.cn/hls/a22
博白综合,rtmp://live.gxxw.cn/hls/a22
天等综合,rtmp://live.gxrb.com.cn/gx/tiandeng
天等综合,rtmp://live.gxxw.cn/gx/tiandeng
容县电视,rtmp://live.gxrb.com.cn/gx/rongxian
容县电视,rtmp://live.gxxw.cn/gx/rongxian
岑溪综合,rtmp://live.gxrb.com.cn/gx/cenxi
岑溪综合,rtmp://live.gxxw.cn/gx/cenxi
昭平综合,rtmp://live.gxrb.com.cn/gx/zhaoping
昭平综合,rtmp://live.gxxw.cn/gx/zhaoping
来宾综合,http://zb.gxlbamc.com:1935/live/lbzh.stream/playlist.m3u8
来宾新闻,http://zb.gxlbamc.com:1935/live/xwhc.stream/playlist.m3u8
灵山综合,rtmp://live.gxrb.com.cn/gx/lingshan
田东综合,rtmp://live.gxrb.com.cn/gx/tiandong
田东综合,rtmp://live.gxxw.cn/gx/tiandong
田阳综合,rtmp://live.gxrb.com.cn/gx/tianyang

融水综合,rtmp://live.gxrb.com.cn/gx/rongshui
融水综合,rtmp://live.gxxw.cn/gx/rongshui
西林综合,rtmp://live.gxrb.com.cn/gx/xilin
